"","pitcher_name","player_name","game_date","events","launch_angle","launch_speed","video_url"
"682","Mike King","Betts, Mookie",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=74aa92c4-8679-4124-8882-395b3ac83ea5"
"683","Walker Buehler","Higashioka, Kyle",2024-10-08,"sac_fly",34,100.9,"https://baseballsavant.mlb.com/sporty-videos?playId=a508e030-e485-409e-81bf-0d23538fed17"
"684","Mike King","Ohtani, Shohei",2024-10-08,"single",21,77.1,"https://baseballsavant.mlb.com/sporty-videos?playId=ada0865c-e2cf-4e06-bc44-9f2729acd5c1"
"685","Walker Buehler","Higashioka, Kyle",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=87301c18-c71e-49a2-a098-6558d7f083aa"
"686","Mike King","Ohtani, Shohei",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=c875925c-18a4-445a-bedc-296887c7479d"
"687","Walker Buehler","Higashioka, Kyle",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=e8a3cf2e-bf0c-48bf-a15e-e85d82516fcb"
"688","Mike King","Ohtani, Shohei",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=e2e765df-4bee-4265-b586-3e2632b14af0"
"689","Walker Buehler","Higashioka, Kyle",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=d24dd251-62cb-4b15-a305-9c92d71e8939"
"690","Mike King","Rojas, Miguel",2024-10-08,"single",-10,91.6,"https://baseballsavant.mlb.com/sporty-videos?playId=8502f391-9d7a-4749-85fd-de12ae493ac8"
"691","Walker Buehler","Cronenworth, Jake",2024-10-08,"single",-18,98.2,"https://baseballsavant.mlb.com/sporty-videos?playId=d2c500ed-9ead-432d-bd71-e5ad72bdc018"
"692","Mike King","Rojas, Miguel",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=d4c32d12-99e8-4a18-9f1c-8b200d59db48"
"693","Walker Buehler","Cronenworth, Jake",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=a1d53a3d-0387-4649-bcca-a37c01956581"
"694","Walker Buehler","Cronenworth, Jake",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=e4bf70ba-51e3-4d61-a66e-1f393083c3c9"
"695","Mike King","Rojas, Miguel",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=8af35ee9-279c-43cf-ae8d-ec6ae19555b4"
"696","Mike King","Edman, Tommy",2024-10-08,"field_out",-13,97.9,"https://baseballsavant.mlb.com/sporty-videos?playId=8e3e282c-4d56-4e01-9b39-9615fb362f0e"
"697","Walker Buehler","Cronenworth, Jake",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=3daab6fb-158d-42fe-b258-5a80dbaba77d"
"698","Mike King","Edman, Tommy",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=ff6d1519-be4b-405c-8354-94073d436a94"
"699","Walker Buehler","Peralta, David",2024-10-08,"double",-1,94.1,"https://baseballsavant.mlb.com/sporty-videos?playId=ceeeaa29-9ff6-4274-9542-0e38d31bb382"
"700","Mike King","Lux, Gavin",2024-10-08,"field_out",-3,93.2,"https://baseballsavant.mlb.com/sporty-videos?playId=e255f0ef-3d31-4292-a27e-a32ac269b2f4"
"701","Walker Buehler","Peralta, David",2024-10-08,NA,28,91.2,"https://baseballsavant.mlb.com/sporty-videos?playId=7f64976c-efb8-4f51-a30a-f2dbb4dfaec2"
"702","Walker Buehler","Peralta, David",2024-10-08,NA,65,63.4,"https://baseballsavant.mlb.com/sporty-videos?playId=76cd9f29-f884-4621-a527-5958fecd031f"
"703","Mike King","Smith, Will",2024-10-08,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=6caf0c45-8d6d-44e9-b283-039dec00dee7"
"704","Walker Buehler","Peralta, David",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=92f11b9c-d8a4-440e-be57-5505d5d68979"
"705","Mike King","Smith, Will",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=557445b3-3ee0-45b2-9f9b-0e576a999207"
"706","Walker Buehler","Peralta, David",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=adabe4bd-b919-427b-b748-19c212e92879"
"707","Mike King","Smith, Will",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=d6565d5d-743e-49c5-ae6d-0d99332ac206"
"708","Walker Buehler","Bogaerts, Xander",2024-10-08,"fielders_choice",-31,70.7,"https://baseballsavant.mlb.com/sporty-videos?playId=b2f9bf24-2641-4726-82f1-ef9122214364"
"709","Mike King","Smith, Will",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=cfea514e-2065-46b1-ad00-414b5d856745"
"710","Mike King","Muncy, Max",2024-10-08,"field_out",-10,71.8,"https://baseballsavant.mlb.com/sporty-videos?playId=3fb1d339-d278-4ea4-b24d-314b21e1109b"
"711","Walker Buehler","Bogaerts, Xander",2024-10-08,NA,47,74.6,"https://baseballsavant.mlb.com/sporty-videos?playId=7630f1be-4514-4613-8854-44a4c289a062"
"712","Walker Buehler","Merrill, Jackson",2024-10-08,"fielders_choice",2,75,"https://baseballsavant.mlb.com/sporty-videos?playId=4fbd2315-a9bb-409a-ba46-929cec0abd51"
"713","Michael Kopech","Bogaerts, Xander",2024-10-08,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=ddb4c5e2-fb3f-4bc7-afd3-2290a023e20d"
"714","Mike King","Hernández, Teoscar",2024-10-08,"walk",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=e1f7148c-bf2e-4b3f-9b0d-6b73249b423a"
"715","Michael Kopech","Bogaerts, Xander",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=7386c800-e596-46aa-86c3-d1be1ccd8440"
"716","Walker Buehler","Merrill, Jackson",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=2b4903e0-16e0-405a-a1bb-66606076f69e"
"717","Mike King","Hernández, Teoscar",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=c78406e4-0470-41e9-8702-0491078719e5"
"718","Mike King","Hernández, Teoscar",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=6215c86c-efc4-4130-88aa-9f35c8f98c2c"
"719","Michael Kopech","Bogaerts, Xander",2024-10-08,NA,21,79.5,"https://baseballsavant.mlb.com/sporty-videos?playId=d0b93132-1ac1-4215-954a-31467b062aa7"
"720","Walker Buehler","Merrill, Jackson",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=64795f01-b747-4fcd-94f8-28e9534c2a91"
"721","Robert Suarez","Lux, Gavin",2024-10-08,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=7ff1a942-0b17-4a39-b5b3-07f4ef624a6d"
"722","Mike King","Hernández, Teoscar",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=f5a9079e-3ecb-4f3d-9af3-9a1cf2932441"
"723","Michael Kopech","Merrill, Jackson",2024-10-08,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=28561c8d-119a-4a78-96b4-cefbbdbbcc05"
"724","Walker Buehler","Merrill, Jackson",2024-10-08,NA,1,81.4,"https://baseballsavant.mlb.com/sporty-videos?playId=ca407704-e8ca-4467-808c-ebf66c0e576a"
"725","Robert Suarez","Lux, Gavin",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=c89b0a16-8f2f-4784-bc24-32373f766d70"
"726","Robert Suarez","Lux, Gavin",2024-10-08,NA,22,75.3,"https://baseballsavant.mlb.com/sporty-videos?playId=821be014-a879-4b01-95ab-f44d625949ea"
"727","Jason Adam","Pages, Andy",2024-10-08,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=8370c829-ca1c-461e-ae52-c8d173b281c4"
"728","Michael Kopech","Merrill, Jackson",2024-10-08,NA,60,81.9,"https://baseballsavant.mlb.com/sporty-videos?playId=c324dadc-ebe6-4ee7-acae-0d022871b760"
"729","Mike King","Hernández, Teoscar",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=2682bac1-6d47-4fc9-8936-661b17899377"
"730","Michael Kopech","Merrill, Jackson",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=84c8ac28-6019-4cb8-bf2a-7f38ef8761ee"
"731","Walker Buehler","Machado, Manny",2024-10-08,NA,72,85.8,"https://baseballsavant.mlb.com/sporty-videos?playId=5d35f714-969f-40f5-b870-a25792d13f71"
"732","Robert Suarez","Lux, Gavin",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=93d8957d-5094-49c6-9eee-6a6533a3b313"
"733","Mike King","Hernández, Teoscar",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=c435f70c-baba-4eb2-8306-a0d87975e179"
"734","Jason Adam","Pages, Andy",2024-10-08,NA,17,78.5,"https://baseballsavant.mlb.com/sporty-videos?playId=1218f9b9-0318-4790-80f3-f7b28aefc0f2"
"735","Michael Kopech","Merrill, Jackson",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=c16dbb0e-1c87-43ca-9cb4-339a7de42737"
"736","Mike King","Freeman, Freddie",2024-10-08,"field_out",60,101.2,"https://baseballsavant.mlb.com/sporty-videos?playId=685e1ba9-bfe7-4a6c-83bd-83f1858ee432"
"737","Robert Suarez","Lux, Gavin",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=bfe0c4aa-b191-4616-86d7-2e32eaaa557e"
"738","Jeremiah Estrada","Smith, Will",2024-10-08,"field_out",-1,79.7,"https://baseballsavant.mlb.com/sporty-videos?playId=0580d49d-090a-48c9-b8a0-b2de28f39b9b"
"739","Walker Buehler","Machado, Manny",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=c75b8d1a-7a27-4057-95f6-84dfdde54685"
"740","Anthony Banda","Arraez, Luis",2024-10-08,"field_out",43,92.4,"https://baseballsavant.mlb.com/sporty-videos?playId=b1019c5c-cc43-4d29-899d-c573f520b111"
"741","Jason Adam","Pages, Andy",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=bef3235c-9f83-4be1-989d-4d25a28ff71b"
"742","Michael Kopech","Merrill, Jackson",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=7cd92072-17f0-47e6-a1b3-d7b64d0891a8"
"743","Walker Buehler","Profar, Jurickson",2024-10-08,"field_out",66,99.4,"https://baseballsavant.mlb.com/sporty-videos?playId=22124157-191d-462a-a9c6-09de44af7b16"
"744","Anthony Banda","Arraez, Luis",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=b31331ed-6df9-44ce-a994-2fb2bca213bd"
"745","Jason Adam","Pages, Andy",2024-10-08,NA,13,78.6,"https://baseballsavant.mlb.com/sporty-videos?playId=ecc3d6ed-4af8-46c5-b968-aaee65754ce4"
"746","Jeremiah Estrada","Smith, Will",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=2f7702e7-5e0d-4db2-91f6-d0d63ec57266"
"747","Robert Suarez","Lux, Gavin",2024-10-08,NA,-53,48.6,"https://baseballsavant.mlb.com/sporty-videos?playId=0c9a9d4e-5f6a-4852-b5fb-04c3fe7bd430"
"748","Mike King","Freeman, Freddie",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=e8c4f3d9-082b-459f-aa3c-61dca5b002b0"
"749","Anthony Banda","Arraez, Luis",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=1c10b525-bba3-4e89-ac1f-d3ed98698196"
"750","Jason Adam","Pages, Andy",2024-10-08,NA,31,78.4,"https://baseballsavant.mlb.com/sporty-videos?playId=5f3abeb8-2f48-46e7-853a-fd6d10d97917"
"751","Walker Buehler","Profar, Jurickson",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=caaeded2-cc5a-4363-b0a3-5811126a67e7"
"752","Michael Kopech","Merrill, Jackson",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=569286f3-511a-4814-9bb0-8687a9b0726d"
"753","Robert Suarez","Lux, Gavin",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=365d996a-ff83-45b1-b0ab-e27430c436ac"
"754","Mike King","Betts, Mookie",2024-10-08,"home_run",37,95.9,"https://baseballsavant.mlb.com/sporty-videos?playId=4c9680f8-32f8-42aa-b870-bbb440739374"
"755","Jeremiah Estrada","Smith, Will",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=c696bdcc-4a49-4711-81de-bedbdd34f1af"
"756","Robert Suarez","Smith, Will",2024-10-08,"field_out",-11,98,"https://baseballsavant.mlb.com/sporty-videos?playId=af5a33ce-d859-49a9-bd8c-8456872aa844"
"757","Jeremiah Estrada","Muncy, Max",2024-10-08,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=6effe008-458e-46ce-bba2-a8f7bcd434b3"
"758","Anthony Banda","Higashioka, Kyle",2024-10-08,"field_out",23,94.1,"https://baseballsavant.mlb.com/sporty-videos?playId=25d5e829-52fd-4e19-92a9-81399206a8cb"
"759","Michael Kopech","Merrill, Jackson",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=84304514-70fa-4ea1-96f5-418c931d0079"
"760","Walker Buehler","Profar, Jurickson",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=c6260cef-2a21-4409-8a99-2f4e54830b1a"
"761","Mike King","Betts, Mookie",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=b482e8cf-6e1c-4a15-b3ec-bf1dbaa264b7"
"762","Jason Adam","Pages, Andy",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=750217e6-f67f-454f-b53d-79a6b3bf5f70"
"763","Mike King","Betts, Mookie",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=4b832bea-edfb-440b-acf9-734361573b87"
"764","Robert Suarez","Muncy, Max",2024-10-08,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=f5b8b45c-e03e-4a0c-9e86-672d75e2d685"
"765","Tanner Scott","Freeman, Freddie",2024-10-08,"single",-5,105.5,"https://baseballsavant.mlb.com/sporty-videos?playId=fa0d52f8-59d0-47ae-ac85-e0669f3bef59"
"766","Walker Buehler","Profar, Jurickson",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=280314f9-ed37-465c-81f8-f341869824f3"
"767","Anthony Banda","Cronenworth, Jake",2024-10-08,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=9f431676-4b08-4747-9bd2-855e7cb59fd2"
"768","Jeremiah Estrada","Muncy, Max",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=90601791-1140-4b45-ba65-84de6cc24885"
"769","Michael Kopech","Machado, Manny",2024-10-08,"field_out",63,85.7,"https://baseballsavant.mlb.com/sporty-videos?playId=e667c258-e2a3-48df-9223-a3435c129a50"
"770","Jason Adam","Pages, Andy",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=ef586026-42a7-4dad-a6f0-edd5a8606e72"
"771","Mike King","Betts, Mookie",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=b7e0fc3f-798a-4d5c-868b-11b9b4b16a19"
"772","Tanner Scott","Freeman, Freddie",2024-10-08,NA,26,76.8,"https://baseballsavant.mlb.com/sporty-videos?playId=636a9269-bf81-467b-9087-190bf03cb9e0"
"773","Jeremiah Estrada","Muncy, Max",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=948b3816-51fb-4093-a78d-863896b3078d"
"774","Walker Buehler","Profar, Jurickson",2024-10-08,NA,24,74.5,"https://baseballsavant.mlb.com/sporty-videos?playId=ab6ea0ba-bc12-48f2-a9d6-d1fde57fa595"
"775","Robert Suarez","Muncy, Max",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=2488fa1d-157b-46f5-a593-a76444321173"
"776","Anthony Banda","Cronenworth, Jake",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=4c872c4c-80ac-4db2-8761-be6534958c67"
"777","Michael Kopech","Machado, Manny",2024-10-08,NA,84,78.8,"https://baseballsavant.mlb.com/sporty-videos?playId=4c3de689-07e2-495d-b087-80cd0eca9c38"
"778","Jason Adam","Pages, Andy",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=c4e9e1b0-1c1b-4436-840f-0bc75835de14"
"779","Anthony Banda","Cronenworth, Jake",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=818d13cd-06fc-4eef-8422-18031ef71f61"
"780","Tanner Scott","Betts, Mookie",2024-10-08,"field_out",35,97.9,"https://baseballsavant.mlb.com/sporty-videos?playId=607a2462-5dc7-4336-868f-ae97db94e87b"
"781","Robert Suarez","Muncy, Max",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=f94de3a8-0785-4b6d-a571-9ed82a031544"
"782","Walker Buehler","Tatis Jr., Fernando",2024-10-08,"field_out",-42,63.3,"https://baseballsavant.mlb.com/sporty-videos?playId=abacdc29-9d6b-4a24-b2a1-3dd89cd75c16"
"783","Jeremiah Estrada","Muncy, Max",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=95ad5b8a-52c7-4f81-9c47-b246701059e8"
"784","Mike King","Betts, Mookie",2024-10-08,NA,48,71.7,"https://baseballsavant.mlb.com/sporty-videos?playId=624beafb-e0c8-4697-9dc8-f060317a398a"
"785","Jason Adam","Pages, Andy",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=33aaf7ce-f748-4735-b1a4-e818784386d5"
"786","Michael Kopech","Machado, Manny",2024-10-08,NA,30,68.2,"https://baseballsavant.mlb.com/sporty-videos?playId=9578b2ae-832a-4807-bc8c-a4487542bb33"
"787","Jeremiah Estrada","Muncy, Max",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=fbca7dc7-fee3-4465-946c-71501623a397"
"788","Tanner Scott","Ohtani, Shohei",2024-10-08,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=952c16bf-e25f-42e6-877e-cc272b570638"
"789","Mike King","Betts, Mookie",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=d456d1c4-4aa1-4619-af04-c1dd848ec4e1"
"790","Walker Buehler","Tatis Jr., Fernando",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=5e1579e6-9fd9-4d7a-ad75-eceedf0072bb"
"791","Anthony Banda","Cronenworth, Jake",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=d8b8ecc7-ff05-400a-a70e-1102906b67e8"
"792","Michael Kopech","Machado, Manny",2024-10-08,NA,76,81.1,"https://baseballsavant.mlb.com/sporty-videos?playId=f1d0c1e4-2aec-437f-9904-1c188a631e1b"
"793","Jason Adam","Edman, Tommy",2024-10-08,"field_out",-46,65.6,"https://baseballsavant.mlb.com/sporty-videos?playId=f177dd20-09d3-4903-ab91-e0593c67dc5b"
"794","Robert Suarez","Muncy, Max",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=92a478fd-587e-4ab5-a066-bd66fde9fc48"
"795","Jeremiah Estrada","Muncy, Max",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=1e66e0dc-ff28-4955-b0c3-fa733ae2de3c"
"796","Walker Buehler","Tatis Jr., Fernando",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=7a3c56bf-ae91-44a8-980e-654af9c96047"
"797","Michael Kopech","Machado, Manny",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=7c5c1233-53d9-4344-a0fc-08e2c46da4cc"
"798","Mike King","Ohtani, Shohei",2024-10-08,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=fa6810d7-d296-427e-a309-c9055cc2e46e"
"799","Anthony Banda","Peralta, David",2024-10-08,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=d8d91bb0-02ce-459f-89f9-874ca5faa364"
"800","Robert Suarez","Hernández, Teoscar",2024-10-08,"field_out",76,68.4,"https://baseballsavant.mlb.com/sporty-videos?playId=20244968-778a-4e02-8198-cf1b92e5bc45"
"801","Tanner Scott","Ohtani, Shohei",2024-10-08,NA,55,83.1,"https://baseballsavant.mlb.com/sporty-videos?playId=2a42bd89-0b09-4806-9353-fb808224a22e"
"802","Jason Adam","Edman, Tommy",2024-10-08,NA,57,79.3,"https://baseballsavant.mlb.com/sporty-videos?playId=b6344e28-c5f0-4967-b901-59a42f0b084d"
"803","Michael Kopech","Machado, Manny",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=01868c55-7d70-4de6-9d8c-ab43bb20b02e"
"804","Jason Adam","Edman, Tommy",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=28057a41-825d-41e6-b36e-2bdb3691183c"
"805","Robert Suarez","Hernández, Teoscar",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=910a0860-5eb9-45e6-9908-19d4d8f594bc"
"806","Anthony Banda","Peralta, David",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=0fc9b9af-0a82-4125-8822-bf8424661a50"
"807","Walker Buehler","Tatis Jr., Fernando",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=7f3864c7-e948-4351-af33-ab60e10587f2"
"808","Mike King","Ohtani, Shohei",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=82bf065d-b720-4ed1-bcd6-fb6737f1526d"
"809","Daniel Hudson","Profar, Jurickson",2024-10-08,"field_out",56,88.6,"https://baseballsavant.mlb.com/sporty-videos?playId=b01258bf-acb8-4068-bb52-82e774be41b0"
"810","Tanner Scott","Ohtani, Shohei",2024-10-08,NA,45,76,"https://baseballsavant.mlb.com/sporty-videos?playId=4ab5ff11-1692-41cd-9dde-5215e03970d0"
"811","Jeremiah Estrada","Hernández, Teoscar",2024-10-08,"strikeout",NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=ab873328-0480-4b29-aabf-dcf13e2e80c3"
"812","Tanner Scott","Ohtani, Shohei",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=f3dfedc3-1d29-40fe-9048-9442da2175e8"
"813","Michael Kopech","Machado, Manny",2024-10-08,NA,12,83.7,"https://baseballsavant.mlb.com/sporty-videos?playId=79a134b4-5d8f-4e0a-869c-0049e29ef78c"
"814","Daniel Hudson","Profar, Jurickson",2024-10-08,NA,15,84.8,"https://baseballsavant.mlb.com/sporty-videos?playId=b5c2e42e-591e-48c3-be93-8a2fa695f173"
"815","Robert Suarez","Hernández, Teoscar",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=53949bfd-de64-4b4a-b520-250c11de0b5d"
"816","Walker Buehler","Tatis Jr., Fernando",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=20e5f5da-fed7-4a8c-9847-259508d081a7"
"817","Mike King","Ohtani, Shohei",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=2024d718-c405-46de-9e0c-af43718801e0"
"818","Jeremiah Estrada","Hernández, Teoscar",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=7da8d4ca-6d5b-4167-929d-95ee652348d4"
"819","Jason Adam","Edman, Tommy",2024-10-08,NA,56,63.5,"https://baseballsavant.mlb.com/sporty-videos?playId=c0db1e7e-447c-45b1-8aec-74ec5ece448d"
"820","Anthony Banda","Peralta, David",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=b657933b-2c4f-4c26-aeb7-170973a94d59"
"821","Michael Kopech","Machado, Manny",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=0a62ba36-0d35-40b5-8ef5-066a9178dce6"
"822","Jason Adam","Edman, Tommy",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=43215bfb-a3bf-4747-8534-60ef0882401c"
"823","Walker Buehler","Arraez, Luis",2024-10-08,"field_out",24,95.2,"https://baseballsavant.mlb.com/sporty-videos?playId=aa73bcae-9070-4660-867c-5dd3c7519401"
"824","Mike King","Ohtani, Shohei",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=48cce111-4141-4657-92cc-2d2d885b5c4e"
"825","Robert Suarez","Hernández, Teoscar",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=d5ba3787-c5a3-4754-a202-cafb74bbe234"
"826","Tanner Scott","Ohtani, Shohei",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=0e9ba21c-cb56-4e34-a0a9-7dd1b4d20c3e"
"827","Jeremiah Estrada","Hernández, Teoscar",2024-10-08,NA,20,81.5,"https://baseballsavant.mlb.com/sporty-videos?playId=59bf693e-9993-4222-8656-1b5f2cfa05a1"
"828","Daniel Hudson","Tatis Jr., Fernando",2024-10-08,"field_out",20,104.6,"https://baseballsavant.mlb.com/sporty-videos?playId=441dba1b-6809-40dc-aef2-80c55f8c128d"
"829","Anthony Banda","Peralta, David",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=26b2e075-f4ae-4890-95d8-82fb9f9aff85"
"830","Jeremiah Estrada","Hernández, Teoscar",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=d9cc9d65-4f54-4f20-be0e-a33f6d9c594d"
"831","Daniel Hudson","Tatis Jr., Fernando",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=e85c77a5-c16e-4399-aab3-2ae1c017d1ef"
"832","Tanner Scott","Ohtani, Shohei",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=93044a28-9be0-4301-98c3-37469210b30c"
"833","Michael Kopech","Machado, Manny",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=e6fbc993-f9df-407b-993d-fe2b96e5dc29"
"834","Mike King","Ohtani, Shohei",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=42ee5151-d77c-4109-be6d-7a4e29707d1b"
"835","Walker Buehler","Arraez, Luis",2024-10-08,NA,NA,NA,"https://baseballsavant.mlb.com/sporty-videos?playId=0ffc5254-619c-42c0-81c7-437a10f83304"
